time,latitude,longitude,mean_precipitation,max_precipitation,min_precipitation
2024-01-01,4.574997,-73.475006,0.7350384,6.8378873,0.0
2024-01-01,4.574997,-73.425,0.58492136,6.4683723,0.0
2024-01-01,4.574997,-73.37501,0.61076874,6.696077,0.0
2024-01-01,4.574997,-73.325005,0.58756244,6.2840977,0.0
2024-01-01,4.574997,-73.275,0.57530004,6.1130357,0.0
2024-01-01,4.574997,-73.225006,0.5642794,7.0447845,0.0
2024-01-01,4.574997,-73.175,0.57418793,7.2385535,0.0
2024-01-01,4.574997,-73.12501,0.47951683,6.216295,0.0
2024-01-01,4.574997,-73.075005,0.42772046,5.502182,0.0
2024-01-01,4.574997,-73.025,0.38290653,6.4908504,0.0
2024-01-01,4.574997,-72.975006,0.38552955,6.5365663,0.0
2024-01-01,4.574997,-72.925,0.36252788,6.446562,0.0
2024-01-01,4.574997,-72.87501,0.3157437,5.509432,0.0
2024-01-01,4.574997,-72.825005,0.29375106,5.0368953,0.0
2024-01-01,4.574997,-72.775,0.27680916,4.6719537,0.0
2024-01-01,4.574997,-72.725006,0.2881076,4.684014,0.0
2024-01-01,4.574997,-72.675,0.28071243,4.3695583,0.0
2024-01-01,4.574997,-72.62501,0.24824081,3.8897998,0.0
2024-01-01,4.574997,-72.575005,0.16727047,3.2378817,0.0
2024-01-01,4.574997,-72.525,0.1699427,3.2008784,0.0
2024-01-01,4.574997,-72.475006,0.0,0.0,0.0
2024-01-01,4.574997,-72.425,0.0,0.0,0.0
2024-01-01,4.574997,-72.37501,0.21349695,5.3354917,0.0
2024-01-01,4.574997,-72.325005,0.20672259,5.123686,0.0
2024-01-01,4.574997,-72.275,0.16949312,3.8371933,0.0
2024-01-01,4.574997,-72.225006,0.17898753,5.5486135,0.0
2024-01-01,4.574997,-72.175,0.091225125,2.8279788,0.0
2024-01-01,4.574997,-72.12501,0.0,0.0,0.0
2024-01-01,4.574997,-72.075005,0.0,0.0,0.0
2024-01-01,4.574997,-72.025,0.0,0.0,0.0
2024-01-01,4.574997,-71.975006,0.0,0.0,0.0
2024-01-01,4.574997,-71.925,0.0,0.0,0.0
2024-01-01,4.625,-74.775,0.7848156,8.720436,0.0
2024-01-01,4.625,-74.725006,0.79984736,7.861694,0.0
2024-01-01,4.625,-74.675,0.9012277,8.75707,0.0
2024-01-01,4.625,-74.62501,0.7741326,8.181892,0.0
2024-01-01,4.625,-74.575005,0.67683023,8.247055,0.0
2024-01-01,4.625,-74.525,0.89916843,8.896223,0.0
2024-01-01,4.625,-74.475006,0.78814316,7.9364123,0.0
2024-01-01,4.625,-74.425,0.7741143,6.875341,0.0
2024-01-01,4.625,-74.37501,0.7035807,7.931032,0.0
2024-01-01,4.625,-74.325005,0.5715709,6.5256615,0.0
2024-01-01,4.625,-74.275,0.7566483,7.075545,0.0
2024-01-01,4.625,-74.225006,0.71551865,8.773565,0.0
2024-01-01,4.625,-74.175,0.45023194,5.3675632,0.0
2024-01-01,4.625,-74.12501,0.29513866,4.9469395,0.0
2024-01-01,4.625,-74.075005,0.31560165,5.2649217,0.0
2024-01-01,4.625,-74.025,0.29821694,4.8749557,0.0
2024-01-01,4.625,-73.975006,0.3191621,5.4416804,0.0
2024-01-01,4.625,-73.925,0.44337943,5.4959493,0.0
2024-01-01,4.625,-73.87501,0.4429578,5.65546,0.0
2024-01-01,4.625,-73.825005,0.28557563,4.4751325,0.0
2024-01-01,4.625,-73.775,0.28705746,4.4620204,0.0
2024-01-01,4.625,-73.725006,0.36685297,5.8435464,0.0
2024-01-01,4.625,-73.675,0.4742138,5.8652987,0.0
2024-01-01,4.625,-73.62501,0.5074692,7.004974,0.0
2024-01-01,4.625,-73.575005,0.4646409,4.9852233,0.0
2024-01-01,4.625,-73.525,0.48800722,5.1649184,0.0
2024-01-01,4.625,-73.475006,0.50549924,5.3847876,0.0
2024-01-01,4.625,-73.425,0.52673036,5.6392026,0.0
2024-01-01,4.625,-73.37501,0.5686728,6.1391964,0.0
2024-01-01,4.625,-73.325005,0.558107,6.090901,0.0
2024-01-01,4.625,-73.275,0.5437415,5.925068,0.0
2024-01-01,4.625,-73.225006,0.55340844,6.762158,0.0
2024-01-01,4.625,-73.175,0.49395207,6.0694575,0.0
2024-01-01,4.625,-73.12501,0.4553634,5.9011674,0.0
2024-01-01,4.625,-73.075005,0.45442712,6.1569743,0.0
2024-01-01,4.625,-73.025,0.3638415,6.2904887,0.0
2024-01-01,4.625,-72.975006,0.37954852,6.400882,0.0
2024-01-01,4.625,-72.925,0.34523982,5.946662,0.0
2024-01-01,4.625,-72.87501,0.3068809,5.2423167,0.0
2024-01-01,4.625,-72.825005,0.28466663,4.852447,0.0
2024-01-01,4.625,-72.775,0.27037868,4.639781,0.0
2024-01-01,4.625,-72.725006,0.18659785,3.722827,0.0
2024-01-01,4.625,-72.675,0.18917426,3.5750425,0.0
2024-01-01,4.625,-72.62501,0.17403172,3.239623,0.0
2024-01-01,4.625,-72.575005,0.0,0.0,0.0
2024-01-01,4.625,-72.525,0.0,0.0,0.0
2024-01-01,4.625,-72.475006,0.0,0.0,0.0
2024-01-01,4.625,-72.425,0.0,0.0,0.0
2024-01-01,4.625,-72.37501,0.18044119,4.0348873,0.0
2024-01-01,4.625,-72.325005,0.21473223,5.304017,0.0
2024-01-01,4.625,-72.275,0.2103042,5.2480235,0.0
2024-01-01,4.625,-72.225006,0.22095294,5.4904065,0.0
2024-01-01,4.625,-72.175,0.1771063,5.4902954,0.0
2024-01-01,4.625,-72.12501,0.0,0.0,0.0
2024-01-01,4.625,-72.075005,0.0,0.0,0.0
2024-01-01,4.625,-72.025,0.0,0.0,0.0
2024-01-01,4.625,-71.975006,0.0,0.0,0.0
2024-01-01,4.625,-71.925,0.0,0.0,0.0
2024-01-01,4.674999,-74.775,0.7279211,10.7119255,0.0
2024-01-01,4.674999,-74.725006,0.6799387,9.001976,0.0
2024-01-01,4.674999,-74.675,0.7612986,7.7708373,0.0
2024-01-01,4.674999,-74.62501,0.85034674,9.072168,0.0
2024-01-01,4.674999,-74.575005,0.7389354,7.6652026,0.0
2024-01-01,4.674999,-74.525,0.9010911,9.52035,0.0
2024-01-01,4.674999,-74.475006,0.7701962,7.40855,0.0
2024-01-01,4.674999,-74.425,0.6848561,7.6349196,0.0
2024-01-01,4.674999,-74.37501,0.7599534,6.598152,0.0
2024-01-01,4.674999,-74.325005,0.7569281,6.7894783,0.0
2024-01-01,4.674999,-74.275,0.5926779,6.92988,0.0
2024-01-01,4.674999,-74.225006,0.5228911,6.315371,0.0
2024-01-01,4.674999,-74.175,0.47838232,5.775914,0.0
2024-01-01,4.674999,-74.12501,0.2261319,3.734124,0.0
2024-01-01,4.674999,-74.075005,0.26800758,4.4260044,0.0
2024-01-01,4.674999,-74.025,0.3607281,5.9675364,0.0
2024-01-01,4.674999,-73.975006,0.38520518,6.5601707,0.0
2024-01-01,4.674999,-73.925,0.49535623,5.963061,0.0
2024-01-01,4.674999,-73.87501,0.42453125,5.1560273,0.0
2024-01-01,4.674999,-73.825005,0.34803882,5.405931,0.0
2024-01-01,4.674999,-73.775,0.26359564,4.5421124,0.0
2024-01-01,4.674999,-73.725006,0.38154367,6.44146,0.0
2024-01-01,4.674999,-73.675,0.44039258,5.0627193,0.0
2024-01-01,4.674999,-73.62501,0.43131602,5.4378567,0.0
2024-01-01,4.674999,-73.575005,0.47252217,5.046833,0.0
2024-01-01,4.674999,-73.525,0.46187964,4.928036,0.0
2024-01-01,4.674999,-73.475006,0.46557507,5.092326,0.0
2024-01-01,4.674999,-73.425,0.469237,5.1119924,0.0
2024-01-01,4.674999,-73.37501,0.48133805,5.2616825,0.0
2024-01-01,4.674999,-73.325005,0.47321185,5.2189546,0.0
2024-01-01,4.674999,-73.275,0.4918577,5.3987207,0.0
2024-01-01,4.674999,-73.225006,0.48031265,6.0139894,0.0
2024-01-01,4.674999,-73.175,0.45205173,5.612171,0.0
2024-01-01,4.674999,-73.12501,0.4277856,5.437594,0.0
2024-01-01,4.674999,-73.075005,0.39658043,6.9994774,0.0
2024-01-01,4.674999,-73.025,0.35044965,6.093487,0.0
2024-01-01,4.674999,-72.975006,0.34992322,6.059212,0.0
2024-01-01,4.674999,-72.925,0.3251595,5.6147194,0.0
2024-01-01,4.674999,-72.87501,0.28817576,5.01116,0.0
2024-01-01,4.674999,-72.825005,0.2695363,4.7058735,0.0
2024-01-01,4.674999,-72.775,0.18014583,3.7049234,0.0
2024-01-01,4.674999,-72.725006,0.18158346,3.5713317,0.0
2024-01-01,4.674999,-72.675,0.16237846,2.5908177,0.0
2024-01-01,4.674999,-72.62501,0.0,0.0,0.0
2024-01-01,4.674999,-72.575005,0.0,0.0,0.0
2024-01-01,4.674999,-72.525,0.0,0.0,0.0
2024-01-01,4.674999,-72.475006,0.0,0.0,0.0
2024-01-01,4.674999,-72.425,0.0,0.0,0.0
2024-01-01,4.674999,-72.37501,0.0,0.0,0.0
2024-01-01,4.674999,-72.325005,0.0,0.0,0.0
2024-01-01,4.674999,-72.275,0.18512613,4.1173625,0.0
2024-01-01,4.674999,-72.225006,0.19957884,4.3425937,0.0
2024-01-01,4.674999,-72.175,0.19895166,6.1675014,0.0
2024-01-01,4.674999,-72.12501,0.0,0.0,0.0
2024-01-01,4.674999,-72.075005,0.17242686,3.7864544,0.0
2024-01-01,4.674999,-72.025,0.0,0.0,0.0
2024-01-01,4.674999,-71.975006,0.0,0.0,0.0
2024-01-01,4.674999,-71.925,0.0,0.0,0.0
2024-01-01,4.7249985,-74.775,0.66546655,11.171252,0.0
2024-01-01,4.7249985,-74.725006,0.5317466,8.099354,0.0
2024-01-01,4.7249985,-74.675,0.71650475,10.420623,0.0
2024-01-01,4.7249985,-74.62501,0.9663977,11.37911,0.0
2024-01-01,4.7249985,-74.575005,0.938979,9.333851,0.0
2024-01-01,4.7249985,-74.525,0.94189507,9.684674,0.0
2024-01-01,4.7249985,-74.475006,0.92158055,9.848269,0.0
2024-01-01,4.7249985,-74.425,0.8047665,8.905111,0.0
2024-01-01,4.7249985,-74.37501,0.7494486,6.405934,0.0
2024-01-01,4.7249985,-74.325005,0.64175117,7.329075,0.0
2024-01-01,4.7249985,-74.275,0.5701205,6.750978,0.0
2024-01-01,4.7249985,-74.225006,0.46415818,5.6065044,0.0
2024-01-01,4.7249985,-74.175,0.39546087,6.7256656,0.0
2024-01-01,4.7249985,-74.12501,0.3673673,6.1003065,0.0
2024-01-01,4.7249985,-74.075005,0.23655002,3.8774815,0.0
2024-01-01,4.7249985,-74.025,0.36397177,6.1666484,0.0
2024-01-01,4.7249985,-73.975006,0.39300185,6.7712135,0.0
2024-01-01,4.7249985,-73.925,0.4292765,5.1908636,0.0
2024-01-01,4.7249985,-73.87501,0.3909581,6.7546287,0.0
2024-01-01,4.7249985,-73.825005,0.33112648,5.7082014,0.0
2024-01-01,4.7249985,-73.775,0.24390692,4.117351,0.0
2024-01-01,4.7249985,-73.725006,0.34031144,6.062838,0.0
2024-01-01,4.7249985,-73.675,0.3914813,6.8784637,0.0
2024-01-01,4.7249985,-73.62501,0.3881552,6.7726455,0.0
2024-01-01,4.7249985,-73.575005,0.36345997,5.8317356,0.0
2024-01-01,4.7249985,-73.525,0.43603078,4.7277694,0.0
2024-01-01,4.7249985,-73.475006,0.44477436,4.858353,0.0
2024-01-01,4.7249985,-73.425,0.4157864,4.5236545,0.0
2024-01-01,4.7249985,-73.37501,0.41889936,4.594134,0.0
2024-01-01,4.7249985,-73.325005,0.4217707,4.6444764,0.0
2024-01-01,4.7249985,-73.275,0.43053374,4.6956096,0.0
2024-01-01,4.7249985,-73.225006,0.44008377,5.4355016,0.0
2024-01-01,4.7249985,-73.175,0.4369048,5.4204187,0.0
2024-01-01,4.7249985,-73.12501,0.4071179,5.115996,0.0
2024-01-01,4.7249985,-73.075005,0.37081078,6.6040964,0.0
2024-01-01,4.7249985,-73.025,0.32532573,5.7477703,0.0
2024-01-01,4.7249985,-72.975006,0.3254893,5.6505556,0.0
2024-01-01,4.7249985,-72.925,0.3105684,5.320059,0.0
2024-01-01,4.7249985,-72.87501,0.2821275,4.8162055,0.0
2024-01-01,4.7249985,-72.825005,0.17695892,3.6548452,0.0
2024-01-01,4.7249985,-72.775,0.0,0.0,0.0
2024-01-01,4.7249985,-72.725006,0.0,0.0,0.0
2024-01-01,4.7249985,-72.675,0.0,0.0,0.0
2024-01-01,4.7249985,-72.62501,0.0,0.0,0.0
2024-01-01,4.7249985,-72.575005,0.0,0.0,0.0
2024-01-01,4.7249985,-72.525,0.0,0.0,0.0
2024-01-01,4.7249985,-72.475006,0.0,0.0,0.0
2024-01-01,4.7249985,-72.425,0.0,0.0,0.0
2024-01-01,4.7249985,-72.37501,0.0,0.0,0.0
2024-01-01,4.7249985,-72.325005,0.0,0.0,0.0
2024-01-01,4.7249985,-72.275,0.0,0.0,0.0
2024-01-01,4.7249985,-72.225006,0.0,0.0,0.0
2024-01-01,4.7249985,-72.175,0.16438426,2.5620227,0.0
2024-01-01,4.7249985,-72.12501,0.0,0.0,0.0
2024-01-01,4.7249985,-72.075005,0.18899588,4.1579704,0.0
2024-01-01,4.7249985,-72.025,0.0,0.0,0.0
2024-01-01,4.7249985,-71.975006,0.0,0.0,0.0
2024-01-01,4.7249985,-71.925,0.0,0.0,0.0
2024-01-01,4.7749977,-74.775,0.49167418,7.9007587,0.0
2024-01-01,4.7749977,-74.725006,0.26465642,5.1897516,0.0
2024-01-01,4.7749977,-74.675,0.61836666,19.169367,0.0
2024-01-01,4.7749977,-74.62501,0.8745169,13.555012,0.0
2024-01-01,4.7749977,-74.575005,0.9249319,28.672888,0.0
2024-01-01,4.7749977,-74.525,0.9238636,12.769707,0.0
2024-01-01,4.7749977,-74.475006,1.021066,14.607953,0.0
2024-01-01,4.7749977,-74.425,0.8564752,11.288823,0.0
2024-01-01,4.7749977,-74.37501,0.7649432,7.8647738,0.0
2024-01-01,4.7749977,-74.325005,0.61337686,11.10115,0.0
2024-01-01,4.7749977,-74.275,0.58848447,6.5443807,0.0
2024-01-01,4.7749977,-74.225006,0.53193074,6.0049715,0.0
2024-01-01,4.7749977,-74.175,0.44667158,5.2560396,0.0
2024-01-01,4.7749977,-74.12501,0.40853742,4.7997417,0.0
2024-01-01,4.7749977,-74.075005,0.4674129,5.5480576,0.0
2024-01-01,4.7749977,-74.025,0.39597794,6.696065,0.0
2024-01-01,4.7749977,-73.975006,0.38405216,6.5995684,0.0
2024-01-01,4.7749977,-73.925,0.3977292,6.805406,0.0
2024-01-01,4.7749977,-73.87501,0.3235531,5.336719,0.0
2024-01-01,4.7749977,-73.825005,0.28633168,4.7228537,0.0
2024-01-01,4.7749977,-73.775,0.27729774,4.6335206,0.0
2024-01-01,4.7749977,-73.725006,0.37131634,6.2598357,0.0
2024-01-01,4.7749977,-73.675,0.40063953,6.7851195,0.0
2024-01-01,4.7749977,-73.62501,0.38015226,6.3099217,0.0
2024-01-01,4.7749977,-73.575005,0.3860529,6.086777,0.0
2024-01-01,4.7749977,-73.525,0.4761381,5.6960464,0.0
2024-01-01,4.7749977,-73.475006,0.44744053,5.3915396,0.0
2024-01-01,4.7749977,-73.425,0.40268886,6.855057,0.0
2024-01-01,4.7749977,-73.37501,0.42826062,5.1697907,0.0
2024-01-01,4.7749977,-73.325005,0.4203354,5.259261,0.0
2024-01-01,4.7749977,-73.275,0.42818654,4.6459255,0.0
2024-01-01,4.7749977,-73.225006,0.44154307,5.174485,0.0
2024-01-01,4.7749977,-73.175,0.42858383,5.43461,0.0
2024-01-01,4.7749977,-73.12501,0.418475,5.4255996,0.0
2024-01-01,4.7749977,-73.075005,0.41665047,5.3299108,0.0
2024-01-01,4.7749977,-73.025,0.3295319,5.9040585,0.0
2024-01-01,4.7749977,-72.975006,0.3249219,5.8036,0.0
2024-01-01,4.7749977,-72.925,0.3072812,5.4045405,0.0
2024-01-01,4.7749977,-72.87501,0.2835993,5.001438,0.0
2024-01-01,4.7749977,-72.825005,0.1786233,3.7306364,0.0
2024-01-01,4.7749977,-72.775,0.0,0.0,0.0
2024-01-01,4.7749977,-72.725006,0.0,0.0,0.0
2024-01-01,4.7749977,-72.675,0.0,0.0,0.0
2024-01-01,4.7749977,-72.62501,0.16608533,2.6606593,0.0
2024-01-01,4.7749977,-72.575005,0.16676556,2.7138782,0.0
2024-01-01,4.7749977,-72.525,0.17136133,2.75112,0.0
2024-01-01,4.7749977,-72.475006,0.16738743,2.6895945,0.0
2024-01-01,4.7749977,-72.425,0.16917454,2.6927097,0.0
2024-01-01,4.7749977,-72.37501,0.1711059,2.7112021,0.0
2024-01-01,4.7749977,-72.325005,0.17529792,2.7633917,0.0
2024-01-01,4.7749977,-72.275,0.16981813,2.666156,0.0
2024-01-01,4.7749977,-72.225006,0.16391474,2.6250865,0.0
2024-01-01,4.7749977,-72.175,0.16519515,2.6903558,0.0
2024-01-01,4.7749977,-72.12501,0.0,0.0,0.0
2024-01-01,4.7749977,-72.075005,0.0,0.0,0.0
2024-01-01,4.7749977,-72.025,0.0,0.0,0.0
2024-01-01,4.7749977,-71.975006,0.0,0.0,0.0
2024-01-01,4.7749977,-71.925,0.0,0.0,0.0
2024-01-01,4.824997,-74.775,0.7175822,12.952391,0.0
2024-01-01,4.824997,-74.725006,0.616794,9.80185,0.0
2024-01-01,4.824997,-74.675,0.784773,24.327963,0.0
2024-01-01,4.824997,-74.62501,0.9859261,15.281855,0.0
2024-01-01,4.824997,-74.575005,1.0803983,16.746174,0.0
2024-01-01,4.824997,-74.525,1.0650452,33.016403,0.0
2024-01-01,4.824997,-74.475006,1.2464958,38.641373,0.0
2024-01-01,4.824997,-74.425,1.2014805,14.247288,0.0
2024-01-01,4.824997,-74.37501,1.212643,24.41724,0.0
2024-01-01,4.824997,-74.325005,0.8614686,9.157683,0.0
2024-01-01,4.824997,-74.275,0.6697398,7.612694,0.0
2024-01-01,4.824997,-74.225006,0.6171854,7.4180474,0.0
2024-01-01,4.824997,-74.175,0.5775655,6.8046327,0.0
2024-01-01,4.824997,-74.12501,0.49498504,5.699625,0.0
2024-01-01,4.824997,-74.075005,0.5734609,6.621144,0.0
2024-01-01,4.824997,-74.025,0.432392,4.9547563,0.0
2024-01-01,4.824997,-73.975006,0.38622874,6.516221,0.0
2024-01-01,4.824997,-73.925,0.38645947,6.5641317,0.0
2024-01-01,4.824997,-73.87501,0.34238008,5.7611027,0.0
2024-01-01,4.824997,-73.825005,0.30261233,4.9438634,0.0
2024-01-01,4.824997,-73.775,0.30728623,5.0990477,0.0
2024-01-01,4.824997,-73.725006,0.4149864,5.0441613,0.0
2024-01-01,4.824997,-73.675,0.46141347,5.4591427,0.0
2024-01-01,4.824997,-73.62501,0.41375637,4.7150044,0.0
2024-01-01,4.824997,-73.575005,0.4706528,5.0155025,0.0
2024-01-01,4.824997,-73.525,0.3856067,6.3408337,0.0
2024-01-01,4.824997,-73.475006,0.39168715,6.3939533,0.0
2024-01-01,4.824997,-73.425,0.3789737,6.343265,0.0
2024-01-01,4.824997,-73.37501,0.39001778,6.1034584,0.0
2024-01-01,4.824997,-73.325005,0.38751176,6.396808,0.0
2024-01-01,4.824997,-73.275,0.40867546,4.6144247,0.0
2024-01-01,4.824997,-73.225006,0.4435349,4.8817477,0.0
2024-01-01,4.824997,-73.175,0.43219325,5.343759,0.0
2024-01-01,4.824997,-73.12501,0.41996115,5.388694,0.0
2024-01-01,4.824997,-73.075005,0.39552256,7.3865047,0.0
2024-01-01,4.824997,-73.025,0.33196935,6.051816,0.0
2024-01-01,4.824997,-72.975006,0.32232457,5.713259,0.0
2024-01-01,4.824997,-72.925,0.2981379,5.5269823,0.0
2024-01-01,4.824997,-72.87501,0.27540025,4.930242,0.0
2024-01-01,4.824997,-72.825005,0.17281233,3.6540704,0.0
2024-01-01,4.824997,-72.775,0.0,0.0,0.0
2024-01-01,4.824997,-72.725006,0.0,0.0,0.0
2024-01-01,4.824997,-72.675,0.0,0.0,0.0
2024-01-01,4.824997,-72.62501,0.16689251,2.6223502,0.0
2024-01-01,4.824997,-72.575005,0.16556185,2.6330357,0.0
2024-01-01,4.824997,-72.525,0.17417674,2.820875,0.0
2024-01-01,4.824997,-72.475006,0.1715187,2.6736982,0.0
2024-01-01,4.824997,-72.425,0.17351557,2.8396118,0.0
2024-01-01,4.824997,-72.37501,0.18071584,2.8861098,0.0
2024-01-01,4.824997,-72.325005,0.1773358,2.7514985,0.0
2024-01-01,4.824997,-72.275,0.1764409,2.7354949,0.0
2024-01-01,4.824997,-72.225006,0.17958988,2.8706145,0.0
2024-01-01,4.824997,-72.175,0.17482468,2.7596428,0.0
2024-01-01,4.824997,-72.12501,0.1650399,2.6408684,0.0
2024-01-01,4.824997,-72.075005,0.16877078,2.7601767,0.0
2024-01-01,4.824997,-72.025,0.0,0.0,0.0
2024-01-01,4.824997,-71.975006,0.19216336,2.9910073,0.0
2024-01-01,4.824997,-71.925,0.18058293,4.0553565,0.0
2024-01-01,4.875,-74.775,0.884109,13.256849,0.0
2024-01-01,4.875,-74.725006,0.86003566,26.661106,0.0
2024-01-01,4.875,-74.675,1.1456772,20.145172,0.0
2024-01-01,4.875,-74.62501,1.1637009,15.529825,0.0
2024-01-01,4.875,-74.575005,1.2349516,25.522333,0.0
2024-01-01,4.875,-74.525,1.366681,28.244741,0.0
2024-01-01,4.875,-74.475006,1.7232101,43.396072,0.0
2024-01-01,4.875,-74.425,1.9156677,46.201134,0.0
2024-01-01,4.875,-74.37501,2.0508924,46.969414,0.0
2024-01-01,4.875,-74.325005,1.1638769,36.080185,0.0
2024-01-01,4.875,-74.275,0.8398192,26.034395,0.0
2024-01-01,4.875,-74.225006,0.725979,22.505348,0.0
2024-01-01,4.875,-74.175,0.6375715,7.682575,0.0
2024-01-01,4.875,-74.12501,0.5480105,6.3581247,0.0
2024-01-01,4.875,-74.075005,0.48678705,5.6540728,0.0
2024-01-01,4.875,-74.025,0.51472205,6.2530994,0.0
2024-01-01,4.875,-73.975006,0.43890026,5.2812047,0.0
2024-01-01,4.875,-73.925,0.4333231,5.234607,0.0
